Customer_No,Prediction,Probability_Prediction
95043,0,0.22
95044,0,0.11
95045,0,0.28
95046,0,0.02
95047,0,0.12
95048,0,0.2
95049,0,0.06
95050,0,0.05
95051,0,0.29
95052,0,0.13
95053,0,0.11
95054,0,0.06
95055,0,0.1
95056,0,0.07
95057,0,0.07
95058,0,0.13
95059,0,0.07
95060,0,0.07
95061,0,0.15
95062,0,0.09
95063,0,0.08
95064,0,0.07
95065,0,0.07
95066,0,0.37
95067,0,0.1
95068,0,0.01
95069,0,0.09
95070,0,0.06
95071,0,0.11
95072,0,0.07
95073,0,0.31
95074,0,0.07
95075,0,0.11
95076,0,0.14
95077,0,0.16
95078,0,0.28
95079,0,0.11
95080,0,0.07
95081,0,0.27
95082,0,0.01
95083,0,0.08
95084,0,0.12
95085,0,0.12
95086,0,0.31
95087,0,0.1
95088,0,0.07
95089,0,0.41
95090,0,0.01
95091,0,0.35
95092,0,0.26
95093,0,0.09
95094,0,0.36
95095,0,0.2
95096,0,0.25
95097,0,0.12
95098,0,0.12
95099,0,0.15
95100,0,0.14
95101,0,0.08
95102,0,0.08
95103,0,0.09
95104,0,0.12
95105,0,0.11
95106,0,0.15
95107,0,0.01
95108,0,0.03
95109,0,0.4
95110,0,0.21
95111,0,0.06
95112,0,0.06
95113,0,0.1
95114,0,0.1
95115,0,0.14
95116,0,0.18
95117,0,0.14
95118,0,0.17
95119,0,0.21
95120,0,0.02
95121,0,0.15
95122,0,0.17
95123,0,0.08
95124,0,0.11
95125,0,0.36
95126,0,0.06
95127,0,0.25
95128,0,0.46
95129,0,0.11
95130,0,0.25
95131,0,0.29
95132,0,0.06
95133,0,0.01
95134,0,0.02
95135,0,0.22
95136,0,0.2
95137,0,0.05
95138,0,0.16
95139,0,0.07
95140,0,0.16
95141,0,0.25
95142,0,0.07
95143,0,0.07
95144,0,0.18
95145,0,0.08
95146,0,0.03
95147,0,0.22
95148,0,0.29
95149,0,0.1
95150,0,0.13
95151,0,0.02
95152,0,0.2
95153,0,0.08
95154,0,0.26
95155,0,0.1
95156,0,0.01
95157,0,0.11
95158,0,0.1
95159,0,0.26
95160,0,0.07
95161,0,0.09
95162,0,0.11
95163,0,0.07
95164,0,0.04
95165,0,0.1
95166,0,0.08
95167,0,0.05
95168,0,0.08
95169,0,0.09
95170,0,0.29
95171,0,0.07
95172,0,0.02
95173,0,0.01
95174,0,0.07
95175,0,0.08
95176,0,0.01
95177,0,0.16
95178,0,0.32
95179,0,0.11
95180,0,0.09
95181,0,0.23
95182,0,0.3
95183,0,0.15
95184,0,0.16
95185,0,0.08
95186,0,0.16
95187,0,0.26
95188,0,0.35
95189,0,0.07
95190,0,0.22
95191,0,0.1
95192,0,0.09
95193,0,0.15
95194,0,0.24
95195,0,0.09
95196,0,0.15
95197,0,0.1
95198,0,0.14
95199,0,0.21
95200,0,0.06
95201,0,0.09
95202,0,0.18
95203,0,0.24
95204,0,0.35
95205,0,0.07
95206,0,0.06
95207,0,0.09
95208,0,0.01
95209,0,0.09
95210,0,0.23
95211,0,0.08
95212,0,0.02
95213,0,0.02
95214,0,0.16
95215,0,0.11
95216,0,0.06
95217,0,0.11
95218,0,0.46
95219,0,0.45
95220,0,0.04
95221,0,0.09
95222,0,0.45
95223,0,0.3
95224,0,0.06
95225,0,0.19
95226,0,0.15
95227,0,0.1
95228,0,0.34
95229,0,0.02
95230,0,0.07
95231,0,0.1
95232,0,0.07
95233,0,0.23
95234,0,0.04
95235,0,0.16
95236,0,0.11
95237,0,0.2
95238,0,0.07
95239,0,0.09
95240,0,0.16
95241,0,0.08
95242,0,0.02
95243,0,0.21
95244,0,0.02
95245,0,0.12
95246,0,0.06
95247,0,0.07
95248,0,0.01
95249,0,0.11
95250,0,0.4
95251,0,0.07
95252,0,0.08
95253,0,0.02
95254,0,0.07
95255,0,0.06
95256,0,0.07
95257,0,0.15
95258,0,0.12
95259,0,0.01
95260,0,0.17
95261,0,0.09
95262,0,0.09
95263,0,0.02
95264,0,0.24
95265,0,0.33
95266,0,0.2
95267,0,0.02
95268,0,0.39
95269,0,0.27
95270,0,0.01
95271,0,0.17
95272,0,0.22
95273,0,0.01
95274,0,0.01
95275,0,0.09
95276,0,0.07
95277,0,0.11
95278,0,0.09
95279,0,0.24
95280,0,0.19
95281,0,0.2
95282,0,0.07
95283,0,0.16
95284,0,0.09
95285,0,0.06
95286,0,0.06
95287,0,0.03
95288,0,0.35
95289,0,0.04
95290,0,0.01
95291,0,0.4
95292,0,0.06
95293,0,0.15
95294,0,0.33
95295,0,0.07
95296,0,0.19
95297,0,0.01
95298,0,0.13
95299,0,0.04
95300,0,0.09
95301,0,0.07
95302,0,0.14
95303,0,0.29
95304,0,0.07
95305,0,0.26
95306,0,0.09
95307,0,0.07
95308,0,0.11
95309,0,0.1
95310,0,0.07
95311,0,0.08
95312,0,0.07
95313,0,0.16
95314,0,0.12
95315,0,0.08
95316,0,0.07
95317,0,0.17
95318,0,0.01
95319,0,0.2
95320,0,0.25
95321,0,0.43
95322,0,0.25
95323,0,0.09
95324,0,0.05
95325,0,0.07
95326,0,0.18
95327,0,0.25
95328,0,0.12
95329,0,0.1
95330,0,0.07
95331,0,0.08
95332,0,0.25
95333,0,0.24
95334,0,0.07
95335,0,0.14
95336,0,0.08
95337,0,0.15
95338,0,0.31
95339,0,0.11
95340,0,0.16
95341,0,0.07
95342,0,0.09
95343,0,0.11
95344,0,0.09
95345,0,0.02
95346,0,0.44
95347,0,0.02
95348,0,0.02
95349,0,0.08
95350,0,0.27
95351,0,0.18
95352,0,0.09
95353,0,0.09
95354,0,0.11
95355,0,0.06
95356,0,0.18
95357,0,0.07
95358,0,0.07
95359,0,0.15
95360,0,0.04
95361,0,0.14
95362,0,0.07
95363,0,0.06
95364,0,0.09
95365,0,0.26
95366,0,0.13
95367,0,0.07
95368,0,0.33
95369,0,0.16
95370,0,0.09
95371,0,0.08
95372,0,0.08
95373,0,0.3
95374,0,0.1
95375,0,0.08
95376,0,0.03
95377,0,0.07
95378,0,0.18
95379,0,0.1
95380,0,0.08
95381,0,0.17
95382,0,0.09
95383,0,0.09
95384,0,0.1
95385,0,0.09
95386,0,0.19
95387,0,0.1
95388,0,0.07
95389,0,0.1
95390,0,0.15
95391,0,0.31
95392,0,0.34
95393,0,0.42
95394,0,0.12
95395,0,0.03
95396,0,0.1
95397,0,0.07
95398,0,0.09
95399,0,0.09
95400,0,0.1
95401,1,0.53
95402,0,0.07
95403,0,0.07
95404,0,0.27
95405,0,0.15
95406,0,0.17
95407,0,0.14
95408,0,0.07
95409,0,0.09
95410,0,0.07
95411,0,0.07
95412,0,0.33
95413,0,0.06
95414,0,0.23
95415,0,0.1
95416,0,0.16
95417,0,0.27
95418,0,0.1
95419,0,0.28
95420,0,0.41
95421,0,0.22
95422,0,0.22
95423,0,0.2
95424,0,0.07
95425,0,0.2
95426,0,0.11
95427,0,0.07
95428,0,0.28
95429,0,0.12
95430,0,0.08
95431,0,0.02
95432,0,0.31
95433,0,0.14
95434,0,0.12
95435,0,0.07
95436,0,0.15
95437,0,0.37
95438,0,0.17
95439,0,0.38
95440,0,0.18
95441,0,0.15
95442,0,0.09
95443,0,0.12
95444,0,0.11
95445,0,0.08
95446,0,0.07
95447,0,0.16
95448,0,0.37
95449,0,0.12
95450,0,0.17
95451,0,0.03
95452,0,0.16
95453,0,0.12
95454,0,0.19
95455,0,0.32
95456,0,0.23
95457,0,0.08
95458,0,0.09
95459,0,0.07
95460,0,0.08
95461,0,0.15
95462,0,0.15
95463,0,0.07
95464,0,0.2
95465,0,0.08
95466,0,0.05
95467,0,0.11
95468,0,0.11
95469,0,0.2
95470,0,0.07
95471,0,0.21
95472,0,0.09
95473,0,0.07
95474,0,0.03
95475,0,0.08
95476,0,0.07
95477,0,0.35
95478,0,0.07
95479,0,0.12
95480,0,0.07
95481,0,0.15
95482,0,0.25
95483,0,0.18
95484,0,0.07
95485,0,0.16
95486,0,0.15
95487,0,0.09
95488,0,0.07
95489,0,0.09
95490,0,0.07
95491,0,0.12
95492,0,0.05
95493,0,0.06
95494,0,0.22
95495,0,0.06
95496,0,0.14
95497,0,0.37
95498,0,0.1
95499,0,0.18
95500,0,0.07
95501,0,0.03
95502,0,0.1
95503,0,0.13
95504,0,0.07
95505,0,0.11
95506,0,0.09
95507,0,0.16
95508,0,0.21
95509,0,0.11
95510,0,0.17
95511,0,0.24
95512,0,0.1
95513,0,0.06
95514,0,0.1
95515,0,0.09
95516,0,0.1
95517,0,0.07
95518,0,0.07
95519,0,0.31
95520,0,0.11
95521,0,0.25
95522,0,0.07
95523,0,0.07
95524,0,0.1
95525,0,0.11
95526,0,0.07
95527,0,0.35
95528,0,0.02
95529,0,0.31
95530,0,0.11
95531,0,0.36
95532,0,0.06
95533,0,0.17
95534,0,0.11
95535,0,0.16
95536,0,0.09
95537,0,0.07
95538,0,0.06
95539,0,0.12
95540,0,0.18
95541,0,0.06
95542,0,0.1
95543,0,0.1
95544,0,0.15
95545,0,0.13
95546,0,0.04
95547,0,0.1
95548,0,0.13
95549,0,0.23
95550,0,0.07
95551,0,0.13
95552,0,0.04
95553,0,0.07
95554,0,0.05
95555,0,0.06
95556,0,0.08
95557,0,0.25
95558,0,0.08
95559,0,0.1
95560,0,0.04
95561,0,0.09
95562,0,0.13
95563,0,0.1
95564,0,0.31
95565,0,0.08
95566,0,0.08
95567,0,0.07
95568,0,0.07
95569,0,0.14
95570,0,0.05
95571,0,0.04
95572,0,0.08
95573,0,0.15
95574,0,0.11
95575,0,0.05
95576,0,0.37
95577,0,0.27
95578,0,0.26
95579,0,0.33
95580,0,0.36
95581,0,0.14
95582,0,0.31
95583,0,0.16
95584,0,0.11
95585,0,0.13
95586,0,0.17
95587,0,0.28
95588,0,0.08
95589,0,0.05
95590,0,0.08
95591,0,0.36
95592,0,0.35
95593,0,0.09
95594,0,0.31
95595,0,0.1
95596,0,0.18
95597,0,0.34
95598,0,0.07
95599,0,0.11
95600,0,0.23
95601,0,0.06
95602,0,0.1
95603,0,0.25
95604,0,0.18
95605,0,0.21
95606,0,0.02
95607,0,0.08
95608,0,0.2
95609,0,0.08
95610,0,0.1
95611,0,0.17
95612,0,0.11
95613,0,0.06
95614,0,0.06
95615,0,0.14
95616,0,0.08
95617,0,0.09
95618,0,0.12
95619,0,0.09
95620,0,0.1
95621,0,0.06
95622,0,0.09
95623,0,0.11
95624,0,0.18
95625,0,0.1
95626,0,0.11
95627,0,0.08
95628,0,0.09
95629,0,0.1
95630,0,0.14
95631,0,0.12
95632,0,0.11
95633,0,0.08
95634,0,0.09
95635,0,0.09
95636,0,0.11
95637,0,0.31
95638,0,0.19
95639,0,0.2
95640,0,0.1
95641,0,0.09
95642,0,0.19
95643,0,0.14
95644,0,0.08
95645,0,0.03
95646,0,0.1
95647,0,0.08
95648,0,0.12
95649,0,0.14
95650,0,0.32
95651,0,0.32
95652,0,0.1
95653,0,0.34
95654,0,0.42
95655,0,0.3
95656,0,0.21
95657,0,0.03
95658,0,0.07
95659,0,0.24
95660,0,0.24
95661,0,0.16
95662,0,0.07
95663,0,0.1
95664,0,0.09
95665,0,0.06
95666,0,0.12
95667,0,0.1
95668,0,0.14
95669,0,0.27
95670,0,0.18
95671,0,0.13
95672,0,0.06
95673,0,0.07
95674,0,0.15
95675,0,0.03
95676,0,0.2
95677,0,0.03
95678,0,0.14
95679,0,0.1
95680,0,0.13
95681,0,0.22
95682,0,0.07
95683,0,0.05
95684,0,0.11
95685,0,0.2
95686,0,0.14
95687,0,0.1
95688,0,0.08
95689,0,0.15
95690,0,0.05
95691,0,0.33
95692,0,0.33
95693,0,0.06
95694,0,0.11
95695,0,0.16
95696,0,0.05
95697,0,0.1
95698,0,0.23
95699,0,0.14
95700,0,0.17
95701,0,0.11
95702,0,0.3
95703,0,0.16
95704,0,0.24
95705,0,0.2
95706,0,0.02
95707,0,0.13
95708,0,0.08
95709,0,0.12
95710,0,0.14
95711,0,0.08
95712,0,0.18
95713,0,0.24
95714,0,0.07
95715,0,0.27
95716,0,0.1
95717,0,0.09
95718,0,0.01
95719,0,0.32
95720,0,0.24
95721,0,0.11
95722,0,0.12
95723,0,0.17
95724,0,0.19
95725,0,0.14
95726,0,0.07
95727,0,0.04
95728,0,0.08
95729,0,0.03
95730,0,0.09
95731,0,0.04
95732,0,0.24
95733,0,0.07
95734,0,0.08
95735,0,0.08
95736,0,0.02
95737,0,0.11
95738,0,0.07
95739,0,0.2
95740,0,0.4
95741,0,0.07
95742,0,0.07
95743,0,0.32
95744,0,0.15
95745,0,0.07
95746,0,0.13
95747,0,0.1
95748,0,0.11
95749,0,0.21
95750,0,0.32
95751,0,0.16
95752,0,0.04
95753,0,0.02
95754,0,0.26
95755,0,0.28
95756,0,0.14
95757,0,0.11
95758,0,0.07
95759,0,0.08
95760,0,0.16
95761,0,0.06
95762,0,0.04
95763,0,0.19
95764,0,0.14
95765,0,0.09
95766,0,0.11
95767,0,0.13
95768,0,0.07
95769,0,0.36
95770,0,0.26
95771,0,0.07
95772,0,0.24
95773,0,0.01
95774,0,0.02
95775,0,0.1
95776,0,0.21
95777,0,0.1
95778,0,0.09
95779,0,0.08
95780,0,0.17
95781,0,0.05
95782,0,0.04
95783,0,0.18
95784,0,0.09
95785,0,0.14
95786,0,0.11
95787,0,0.3
95788,0,0.1
95789,0,0.13
95790,0,0.11
95791,0,0.15
95792,0,0.01
95793,0,0.08
95794,0,0.11
95795,0,0.19
95796,0,0.11
95797,0,0.08
95798,0,0.19
95799,0,0.06
95800,0,0.06
95801,0,0.07
95802,0,0.16
95803,0,0.06
95804,0,0.06
95805,0,0.1
95806,0,0.17
95807,0,0.08
95808,0,0.17
95809,0,0.07
95810,0,0.09
95811,0,0.11
95812,0,0.1
95813,0,0.1
95814,0,0.11
95815,0,0.07
95816,0,0.1
95817,0,0.08
95818,0,0.38
95819,0,0.09
95820,0,0.22
95821,0,0.12
95822,0,0.08
95823,0,0.32
95824,0,0.06
95825,0,0.08
95826,0,0.09
95827,0,0.26
95828,0,0.09
95829,0,0.14
95830,0,0.25
95831,0,0.07
95832,0,0.08
95833,0,0.12
95834,0,0.16
95835,0,0.41
95836,0,0.28
95837,0,0.14
95838,0,0.28
95839,0,0.07
95840,0,0.2
95841,0,0.06
95842,0,0.13
95843,0,0.07
95844,0,0.27
95845,0,0.17
95846,0,0.36
95847,0,0.14
95848,0,0.01
95849,0,0.09
95850,0,0.12
95851,0,0.19
95852,0,0.07
95853,0,0.07
95854,0,0.2
95855,0,0.09
95856,0,0.11
95857,0,0.02
95858,0,0.31
95859,0,0.13
95860,0,0.07
95861,0,0.07
95862,0,0.03
95863,0,0.19
95864,0,0.05
95865,0,0.06
95866,0,0.05
95867,0,0.23
95868,0,0.25
95869,0,0.07
95870,0,0.1
95871,0,0.1
95872,0,0.07
95873,0,0.08
95874,0,0.09
95875,0,0.18
95876,0,0.33
95877,0,0.09
95878,0,0.03
95879,0,0.14
95880,0,0.02
95881,0,0.07
95882,0,0.13
95883,0,0.21
95884,0,0.08
95885,0,0.08
95886,0,0.09
95887,0,0.13
95888,0,0.07
95889,0,0.19
95890,0,0.19
95891,0,0.2
95892,0,0.07
95893,0,0.09
95894,0,0.09
95895,0,0.07
95896,0,0.07
95897,0,0.06
95898,0,0.07
95899,0,0.33
95900,0,0.02
95901,0,0.06
95902,0,0.08
95903,0,0.07
95904,0,0.03
95905,0,0.07
95906,0,0.07
95907,0,0.18
95908,0,0.08
95909,0,0.3
95910,0,0.1
95911,0,0.07
95912,0,0.15
95913,0,0.4
95914,0,0.11
95915,0,0.08
95916,0,0.19
95917,0,0.1
95918,0,0.09
95919,0,0.26
95920,0,0.14
95921,0,0.15
95922,0,0.1
95923,0,0.06
95924,0,0.03
95925,0,0.15
95926,0,0.18
95927,0,0.1
95928,0,0.17
95929,0,0.1
95930,0,0.25
95931,0,0.16
95932,0,0.09
95933,0,0.13
95934,0,0.31
95935,0,0.07
95936,0,0.27
95937,0,0.07
95938,0,0.34
95939,0,0.09
95940,0,0.23
95941,0,0.08
95942,0,0.09
95943,0,0.07
95944,0,0.14
95945,0,0.14
95946,0,0.15
95947,0,0.09
95948,0,0.04
95949,0,0.04
95950,0,0.08
95951,0,0.09
95952,0,0.1
95953,0,0.25
95954,0,0.13
95955,0,0.09
95956,0,0.2
95957,0,0.17
95958,0,0.15
95959,0,0.25
95960,0,0.07
95961,0,0.1
95962,0,0.09
95963,0,0.12
95964,0,0.15
95965,0,0.1
95966,0,0.08
95967,0,0.12
95968,0,0.08
95969,0,0.11
95970,0,0.21
95971,0,0.07
95972,0,0.11
95973,0,0.09
95974,0,0.09
95975,0,0.07
95976,0,0.14
95977,0,0.14
95978,0,0.1
95979,0,0.09
95980,0,0.12
95981,0,0.12
95982,0,0.07
95983,0,0.28
95984,0,0.07
95985,0,0.1
95986,0,0.08
95987,0,0.07
95988,0,0.09
95989,0,0.08
95990,0,0.09
95991,0,0.05
95992,0,0.1
95993,0,0.07
95994,0,0.07
95995,0,0.1
95996,0,0.38
95997,0,0.06
95998,0,0.11
95999,0,0.05
96000,0,0.2
96001,0,0.1
96002,0,0.13
96003,0,0.07
96004,0,0.03
96005,0,0.08
96006,0,0.09
96007,0,0.07
96008,0,0.04
96009,0,0.29
96010,0,0.26
96011,0,0.04
96012,0,0.1
96013,0,0.08
96014,0,0.11
96015,0,0.07
96016,0,0.18
96017,0,0.12
96018,0,0.08
96019,0,0.19
96020,0,0.02
96021,0,0.15
96022,0,0.12
96023,0,0.28
96024,0,0.11
96025,0,0.11
96026,0,0.23
96027,0,0.15
96028,0,0.22
96029,0,0.18
96030,0,0.1
96031,0,0.16
96032,0,0.23
96033,0,0.09
96034,0,0.28
96035,0,0.07
96036,0,0.08
96037,0,0.08
96038,0,0.09
96039,0,0.07
96040,0,0.2
96041,0,0.1
96042,0,0.2
96043,0,0.34
96044,0,0.14
96045,0,0.15
96046,0,0.09
96047,0,0.03
96048,0,0.08
96049,0,0.18
96050,0,0.07
96051,0,0.15
96052,0,0.09
96053,0,0.01
96054,0,0.05
96055,0,0.07
96056,0,0.07
96057,0,0.08
96058,0,0.43
96059,0,0.16
96060,0,0.11
96061,0,0.1
96062,0,0.16
96063,0,0.16
96064,0,0.07
96065,0,0.11
96066,0,0.03
96067,0,0.1
96068,0,0.11
96069,0,0.13
96070,0,0.31
96071,0,0.07
96072,0,0.07
96073,0,0.32
96074,0,0.2
96075,0,0.11
96076,0,0.08
96077,0,0.11
96078,0,0.16
96079,0,0.22
96080,0,0.06
96081,0,0.15
96082,0,0.07
96083,0,0.07
96084,0,0.12
96085,0,0.13
96086,0,0.12
96087,0,0.23
96088,0,0.31
96089,0,0.09
96090,0,0.17
96091,0,0.16
96092,0,0.07
96093,0,0.21
96094,0,0.07
96095,0,0.09
96096,0,0.22
96097,0,0.16
96098,0,0.08
96099,0,0.07
96100,0,0.11
96101,0,0.26
96102,0,0.07
96103,0,0.14
96104,0,0.28
96105,0,0.05
96106,0,0.21
96107,0,0.08
96108,0,0.07
96109,0,0.09
96110,0,0.06
96111,0,0.13
96112,0,0.08
96113,0,0.08
96114,0,0.17
96115,0,0.12
96116,0,0.23
96117,0,0.12
96118,0,0.08
96119,0,0.03
96120,0,0.1
96121,0,0.16
96122,0,0.11
96123,0,0.1
96124,0,0.17
96125,0,0.02
96126,0,0.15
96127,0,0.15
96128,0,0.07
96129,0,0.06
96130,0,0.11
96131,0,0.07
96132,0,0.06
96133,0,0.11
96134,0,0.03
96135,0,0.1
96136,0,0.33
96137,0,0.16
96138,0,0.19
96139,0,0.35
96140,0,0.24
96141,0,0.07
96142,0,0.07
96143,0,0.15
96144,0,0.07
96145,0,0.05
96146,0,0.27
96147,0,0.07
96148,0,0.08
96149,0,0.09
96150,0,0.09
96151,0,0.09
96152,0,0.24
96153,0,0.13
96154,0,0.09
96155,0,0.04
96156,0,0.18
96157,0,0.19
96158,0,0.09
96159,0,0.2
96160,0,0.35
96161,0,0.08
96162,0,0.17
96163,0,0.07
96164,0,0.04
96165,0,0.06
96166,0,0.15
96167,0,0.1
96168,0,0.11
96169,0,0.1
96170,0,0.25
96171,0,0.3
96172,0,0.22
96173,0,0.12
96174,0,0.13
96175,0,0.08
96176,0,0.1
96177,0,0.07
96178,0,0.23
96179,0,0.06
96180,0,0.09
96181,0,0.23
96182,0,0.07
96183,0,0.09
96184,0,0.07
96185,0,0.12
96186,0,0.08
96187,0,0.06
96188,0,0.1
96189,0,0.07
96190,0,0.06
96191,0,0.13
96192,0,0.16
96193,0,0.17
96194,0,0.05
96195,0,0.26
96196,0,0.17
96197,0,0.49
96198,0,0.11
96199,0,0.18
96200,0,0.2
96201,0,0.07
96202,0,0.22
96203,0,0.09
96204,0,0.07
96205,0,0.04
96206,0,0.07
96207,0,0.08
96208,0,0.2
96209,0,0.03
96210,0,0.27
96211,0,0.04
96212,0,0.09
96213,0,0.17
96214,0,0.08
96215,0,0.09
96216,0,0.1
96217,0,0.15
96218,0,0.44
96219,0,0.07
96220,0,0.08
96221,0,0.08
96222,0,0.36
96223,0,0.07
96224,0,0.2
96225,0,0.02
96226,0,0.1
96227,0,0.08
96228,0,0.08
96229,0,0.2
96230,0,0.19
96231,0,0.19
96232,0,0.11
96233,0,0.07
96234,0,0.14
96235,0,0.1
96236,0,0.46
96237,0,0.18
96238,0,0.03
96239,0,0.24
96240,0,0.08
96241,0,0.07
96242,0,0.35
96243,0,0.1
96244,0,0.32
96245,0,0.07
96246,0,0.2
96247,0,0.17
96248,0,0.09
96249,0,0.02
96250,0,0.1
96251,0,0.06
96252,0,0.07
96253,0,0.09
96254,0,0.14
96255,0,0.1
96256,0,0.13
96257,0,0.07
96258,0,0.1
96259,0,0.04
96260,0,0.21
96261,0,0.09
96262,0,0.07
96263,0,0.09
96264,0,0.09
96265,0,0.07
96266,0,0.16
96267,0,0.18
96268,0,0.14
96269,0,0.2
96270,0,0.33
96271,0,0.17
96272,0,0.3
96273,0,0.21
96274,0,0.36
96275,0,0.21
96276,0,0.09
96277,0,0.11
96278,0,0.34
96279,0,0.17
96280,0,0.09
96281,0,0.03
96282,0,0.14
96283,0,0.09
96284,0,0.08
96285,0,0.34
96286,0,0.08
96287,0,0.1
96288,0,0.11
96289,0,0.12
96290,0,0.02
96291,0,0.07
96292,0,0.1
96293,0,0.09
96294,0,0.04
96295,0,0.14
96296,0,0.07
96297,0,0.33
96298,0,0.21
96299,0,0.08
96300,0,0.07
96301,0,0.3
96302,0,0.09
96303,0,0.27
96304,0,0.06
96305,0,0.08
96306,0,0.14
96307,0,0.09
96308,0,0.07
96309,0,0.14
96310,0,0.06
96311,0,0.08
96312,0,0.1
96313,0,0.09
96314,0,0.04
96315,0,0.08
96316,0,0.07
96317,0,0.15
96318,0,0.11
96319,0,0.09
96320,0,0.09
96321,0,0.26
96322,0,0.17
96323,0,0.14
96324,0,0.08
96325,0,0.01
96326,0,0.1
96327,0,0.08
96328,0,0.07
96329,0,0.1
96330,0,0.07
96331,0,0.12
96332,0,0.14
96333,0,0.07
96334,0,0.2
96335,0,0.09
96336,0,0.09
96337,0,0.14
96338,0,0.12
96339,0,0.06
96340,0,0.14
96341,0,0.07
96342,0,0.26
96343,0,0.12
96344,0,0.09
96345,0,0.44
96346,0,0.05
96347,0,0.25
96348,0,0.18
96349,0,0.05
96350,0,0.09
96351,0,0.12
96352,0,0.2
96353,0,0.06
96354,0,0.13
96355,0,0.06
96356,0,0.1
96357,0,0.09
96358,0,0.18
96359,0,0.16
96360,0,0.13
96361,0,0.12
96362,0,0.22
96363,0,0.08
96364,0,0.02
96365,0,0.07
96366,0,0.1
96367,0,0.33
96368,0,0.05
96369,0,0.09
96370,0,0.07
96371,0,0.22
96372,0,0.07
96373,0,0.08
96374,0,0.21
96375,0,0.15
96376,0,0.29
96377,0,0.07
96378,0,0.1
96379,0,0.05
96380,0,0.06
96381,0,0.09
96382,0,0.15
96383,0,0.31
96384,0,0.25
96385,0,0.11
96386,0,0.06
96387,0,0.07
96388,0,0.18
96389,0,0.09
96390,0,0.28
96391,0,0.27
96392,0,0.18
96393,0,0.04
96394,0,0.07
96395,0,0.08
96396,0,0.15
96397,0,0.26
96398,0,0.07
96399,0,0.07
96400,0,0.29
96401,0,0.32
96402,0,0.22
96403,0,0.14
96404,0,0.07
96405,0,0.08
96406,0,0.26
96407,0,0.02
96408,0,0.07
96409,0,0.09
96410,0,0.12
96411,0,0.08
96412,0,0.17
96413,0,0.15
96414,0,0.11
96415,0,0.23
96416,0,0.31
96417,0,0.28
96418,0,0.07
96419,0,0.11
96420,0,0.25
96421,0,0.21
96422,0,0.09
96423,0,0.06
96424,0,0.12
96425,0,0.08
96426,0,0.07
96427,0,0.09
96428,0,0.33
96429,0,0.22
96430,0,0.07
96431,0,0.07
96432,0,0.06
96433,0,0.08
96434,0,0.12
96435,0,0.15
96436,0,0.08
96437,0,0.29
96438,0,0.06
96439,0,0.3
96440,0,0.08
96441,0,0.22
96442,0,0.12
96443,0,0.09
96444,0,0.33
96445,0,0.31
96446,0,0.06
96447,0,0.2
96448,0,0.06
96449,0,0.18
96450,0,0.16
96451,0,0.13
96452,0,0.16
96453,0,0.03
96454,0,0.3
96455,0,0.32
96456,0,0.27
96457,0,0.08
96458,0,0.08
96459,0,0.13
96460,0,0.21
96461,0,0.08
96462,0,0.09
96463,0,0.07
96464,0,0.11
96465,0,0.26
96466,0,0.06
96467,0,0.22
96468,0,0.23
96469,0,0.07
96470,0,0.07
96471,0,0.07
96472,0,0.08
96473,0,0.11
96474,0,0.09
96475,0,0.2
96476,0,0.07
96477,0,0.14
96478,0,0.05
96479,0,0.07
96480,0,0.06
96481,0,0.13
96482,0,0.16
96483,0,0.04
96484,0,0.14
96485,0,0.09
96486,0,0.08
96487,0,0.09
96488,0,0.12
96489,0,0.14
96490,0,0.12
96491,0,0.16
96492,0,0.08
96493,0,0.13
96494,0,0.07
96495,0,0.12
96496,0,0.07
96497,0,0.06
96498,0,0.2
96499,0,0.08
96500,0,0.24
96501,0,0.03
96502,0,0.12
96503,0,0.23
96504,0,0.18
96505,0,0.06
96506,0,0.15
96507,0,0.23
96508,0,0.1
96509,0,0.3
96510,0,0.07
96511,0,0.1
96512,0,0.33
96513,0,0.08
96514,0,0.1
96515,0,0.08
96516,0,0.08
96517,0,0.22
96518,0,0.13
96519,0,0.1
96520,0,0.19
96521,0,0.19
96522,0,0.16
96523,0,0.07
96524,0,0.15
96525,0,0.12
96526,0,0.25
96527,0,0.19
96528,0,0.13
96529,0,0.2
96530,0,0.13
96531,0,0.17
96532,0,0.06
96533,0,0.24
96534,0,0.07
96535,0,0.11
96536,0,0.09
96537,0,0.04
96538,0,0.06
96539,0,0.18
96540,0,0.22
96541,0,0.12
96542,0,0.07
96543,0,0.3
96544,0,0.06
96545,0,0.29
96546,0,0.07
96547,0,0.11
96548,0,0.09
96549,0,0.27
96550,0,0.09
96551,0,0.22
96552,0,0.16
96553,0,0.12
96554,0,0.12
96555,0,0.08
96556,0,0.22
96557,0,0.14
96558,0,0.24
96559,0,0.14
96560,0,0.17
96561,0,0.1
96562,0,0.12
96563,0,0.08
96564,0,0.09
96565,0,0.29
96566,0,0.08
96567,0,0.21
96568,0,0.34
96569,0,0.1
96570,0,0.07
96571,0,0.16
96572,0,0.09
96573,0,0.13
96574,0,0.14
96575,0,0.09
96576,0,0.07
96577,0,0.09
96578,0,0.15
96579,0,0.06
96580,0,0.07
96581,0,0.25
96582,0,0.07
96583,0,0.21
96584,0,0.06
96585,0,0.09
96586,0,0.06
96587,0,0.1
96588,0,0.2
96589,0,0.04
96590,0,0.28
96591,0,0.18
96592,0,0.1
96593,0,0.07
96594,0,0.09
96595,0,0.06
